ID,Macrocycle_Free_Amide_Ratio,Peptidic_Type
MC-2322,0.429,Semi
MC-2323,0.4,Semi
MC-2324,0.286,Non
MC-2325,0.133,Non
MC-2326,0.286,Non
MC-2327,0.133,Non
MC-2328,0.429,Semi
MC-2329,0.267,Non
MC-2330,0.167,Non
MC-2331,0.286,Non
MC-2332,0.286,Non
MC-2333,0,Non
MC-2334,0.286,Non
MC-2335,0.133,Non
MC-2336,0,Non
MC-2337,0.429,Semi
MC-2338,0,Non
MC-2339,0.286,Non
MC-2340,0,Non
MC-2341,0,Non
MC-2342,0.167,Non
MC-2343,0.133,Non
MC-2344,0.4,Semi
MC-2345,0,Non
MC-2346,0.133,Non
MC-2347,0.267,Non
MC-2348,0,Non
MC-2349,0.133,Non
MC-2350,0.267,Non
MC-2351,0.154,Non
MC-2352,0,Non
MC-2353,0.267,Non
MC-2354,0.154,Non
MC-2355,0.4,Semi
MC-2356,0.154,Non
MC-2357,0,Non
MC-2358,0.333,Semi
MC-2359,0.267,Non
MC-2360,0.286,Non
MC-2361,0.154,Non
MC-2362,0,Non
MC-2363,0.267,Non
MC-2364,0.267,Non
MC-2365,0.286,Non
MC-2366,0,Non
MC-2367,0.143,Non
MC-2368,0,Non
MC-2369,0,Non
MC-2370,0,Non
MC-2371,0,Non
MC-2372,0,Non
MC-2373,0,Non
MC-2374,0.286,Non
MC-2375,0.133,Non
MC-2376,0.286,Non
MC-2377,0.133,Non
MC-2378,0.4,Semi
MC-2379,0.429,Semi
MC-2380,0.167,Non
MC-2381,0,Non
MC-2382,0,Non
MC-2383,0.267,Non
MC-2384,0.429,Semi
MC-2385,0,Non
MC-2386,0.353,Semi
MC-2387,0.167,Non
MC-2388,0,Non
MC-2389,0,Non
MC-2390,0,Non
MC-2391,0,Non
MC-2392,0.429,Semi
MC-2393,0.154,Non
MC-2394,0.286,Non
MC-2395,0.286,Non
MC-2396,0,Non
MC-2397,0.286,Non
MC-2398,0,Non
MC-2399,0,Non
MC-2400,0.267,Non
MC-2401,0.267,Non
MC-2402,0.4,Semi
MC-2403,0.167,Non
MC-2404,0.267,Non
MC-2405,0,Non
MC-2406,0,Non
MC-2407,0,Non
MC-2408,0.133,Non
MC-2409,0,Non
MC-2410,0.133,Non
MC-2411,0,Non
MC-2412,0,Non
MC-2413,0,Non
MC-2414,0,Non
MC-2415,0,Non
MC-2416,0.167,Non
MC-2417,0,Non
MC-2418,0.267,Non
MC-2419,0.133,Non
MC-2420,0,Non
MC-2421,0.167,Non
MC-2422,0.143,Non
MC-2423,0,Non
MC-2424,0.154,Non
MC-2425,0.286,Non
MC-2426,0.154,Non
MC-2427,0.333,Semi
MC-2428,0,Non
MC-2429,0.267,Non
MC-2430,0,Non
MC-2431,0,Non
MC-2432,0,Non
MC-2433,0,Non
MC-2434,0.167,Non
MC-2435,0,Non
MC-2436,0.154,Non
MC-2437,0,Non
MC-2438,0,Non
MC-2439,0,Non
MC-2440,0.267,Non
MC-2441,0.133,Non
MC-2442,0,Non
MC-2443,0,Non
MC-2444,0,Non
MC-2445,0,Non
MC-2446,0.167,Non
MC-2447,0.167,Non
MC-2448,0,Non
MC-2449,0.167,Non
MC-2450,0,Non
MC-2451,0,Non
MC-2452,0,Non
MC-2453,0.25,Non
MC-2454,0.267,Non
MC-2455,0,Non
MC-2456,0.154,Non
MC-2457,0,Non
MC-2458,0,Non
MC-2459,0.286,Non
MC-2460,0.444,Semi
MC-2461,0.286,Non
MC-2462,0.286,Non
MC-2463,0.167,Non
MC-2464,0.154,Non
MC-2465,0.167,Non
MC-2466,0,Non
MC-2467,0,Non
MC-2468,0.167,Non
MC-2469,0.133,Non
MC-2470,0,Non
MC-2471,0,Non
MC-2472,0,Non
MC-2473,0,Non
MC-2474,0.154,Non
MC-2475,0.133,Non
MC-2476,0.286,Non
MC-2477,0.167,Non
MC-2478,0.167,Non
MC-2479,0.167,Non
MC-2480,0.167,Non
MC-2481,0,Non
MC-2482,0.267,Non
MC-2483,0.286,Non
MC-2484,0,Non
MC-2485,0,Non
MC-2486,0,Non
MC-2487,0.267,Non
MC-2488,0.154,Non
MC-2489,0.267,Non
MC-2490,0,Non
MC-2491,0.267,Non
MC-2492,0.267,Non
MC-2493,0.167,Non
MC-2494,0.286,Non
MC-2495,0.286,Non
MC-2496,0,Non
MC-2497,0,Non
MC-2498,0,Non
MC-2499,0,Non
MC-2500,0,Non
MC-2501,0.154,Non
MC-2502,0.429,Semi
MC-2503,0.133,Non
MC-2504,0.154,Non
MC-2505,0,Non
MC-2506,0,Non
MC-2507,0,Non
MC-2508,0,Non
MC-2509,0.154,Non
MC-2510,0.133,Non
MC-2511,0,Non
MC-2512,0,Non
MC-2513,0.286,Non
MC-2514,0.267,Non
MC-2515,0.167,Non
MC-2516,0,Non
MC-2517,0,Non
MC-2518,0.143,Non
MC-2519,0.286,Non
MC-2520,0,Non
MC-2521,0.286,Non
MC-2522,0.286,Non
MC-2523,0.154,Non
MC-2524,0.286,Non
MC-2525,0,Non
MC-2526,0,Non
MC-2527,0.286,Non
MC-2528,0.267,Non
MC-2529,0,Non
MC-2530,0.133,Non
MC-2531,0.118,Non
MC-2532,0.133,Non
MC-2533,0,Non
MC-2534,0.154,Non
MC-2535,0.167,Non
MC-2536,0.4,Semi
MC-2537,0.143,Non
MC-2538,0.143,Non
MC-2539,0.267,Non
MC-2540,0,Non
MC-2541,0.3,Semi
MC-2542,0.267,Non
MC-2543,0.429,Semi
MC-2544,0.267,Non
MC-2545,0.267,Non
MC-2546,0.167,Non
MC-2547,0,Non
MC-2548,0,Non
MC-2549,0.167,Non
MC-2550,0.267,Non
MC-2551,0,Non
MC-2552,0,Non
MC-2553,0.118,Non
MC-2554,0,Non
MC-2555,0.286,Non
MC-2556,0.167,Non
MC-2557,0.286,Non
MC-2558,0,Non
MC-2559,0.133,Non
MC-2560,0.167,Non
MC-2561,0.167,Non
MC-2562,0,Non
MC-2563,0.286,Non
MC-2564,0.154,Non
MC-2565,0,Non
MC-2566,0.154,Non
MC-2567,0.267,Non
MC-2568,0.286,Non
MC-2569,0,Non
MC-2570,0.167,Non
MC-2571,0,Non
MC-2572,0,Non
MC-2573,0,Non
MC-2574,0.429,Semi
MC-2575,0.267,Non
MC-2576,0,Non
MC-2577,0.167,Non
MC-2578,0.154,Non
MC-2579,0.167,Non
MC-2580,0.154,Non
MC-2581,0,Non
MC-2582,0.167,Non
MC-2583,0,Non
MC-2584,0,Non
MC-2585,0.154,Non
MC-2586,0.429,Semi
MC-2587,0.167,Non
MC-2588,0.143,Non
MC-2589,0.267,Non
MC-2590,0,Non
MC-2591,0.167,Non
MC-2592,0,Non
MC-2593,0.286,Non
MC-2594,0.133,Non
MC-2595,0,Non
MC-2596,0,Non
MC-2597,0,Non
MC-2598,0,Non
MC-2599,0,Non
MC-2600,0,Non
MC-2601,0.267,Non
MC-2602,0.286,Non
MC-2603,0,Non
MC-2604,0,Non
MC-2605,0,Non
MC-2606,0,Non
MC-2607,0.286,Non
MC-2608,0.167,Non
MC-2609,0,Non
MC-2610,0,Non
MC-2611,0,Non
MC-2612,0,Non
MC-2613,0.4,Semi
MC-2614,0,Non
MC-2615,0,Non
MC-2616,0.167,Non
MC-2617,0.167,Non
MC-2618,0.4,Semi
MC-2619,0.429,Semi
MC-2620,0.267,Non
MC-2621,0,Non
MC-2622,0.286,Non
MC-2623,0.167,Non
MC-2624,0,Non
MC-2625,0,Non
MC-2626,0.133,Non
MC-2627,0.154,Non
MC-2628,0.267,Non
MC-2629,0.333,Semi
MC-2630,0.154,Non
MC-2631,0.167,Non
MC-2632,0.267,Non
MC-2633,0,Non
MC-2634,0,Non
MC-2635,0.286,Non
MC-2636,0,Non
MC-2637,0.4,Semi
MC-2638,0.267,Non
MC-2639,0.167,Non
MC-2640,0.25,Non
MC-2641,0,Non
MC-2642,0.133,Non
MC-2643,0,Non
MC-2644,0.154,Non
MC-2645,0.286,Non
MC-2646,0.154,Non
MC-2647,0.167,Non
MC-2648,0,Non
MC-2649,0.286,Non
MC-2650,0,Non
MC-2651,0,Non
MC-2652,0.267,Non
MC-2653,0,Non
MC-2654,0,Non
MC-2655,0,Non
MC-2656,0,Non
MC-2657,0,Non
MC-2658,0,Non
MC-2659,0.167,Non
MC-2660,0.267,Non
MC-2661,0,Non
MC-2662,0.286,Non
MC-2663,0,Non
MC-2664,0.267,Non
MC-2665,0.154,Non
MC-2666,0,Non
MC-2667,0.333,Semi
MC-2668,0,Non
MC-2669,0,Non
MC-2670,0,Non
MC-2671,0.133,Non
MC-2672,0.167,Non
MC-2673,0.133,Non
MC-2674,0,Non
MC-2675,0.267,Non
MC-2676,0,Non
MC-2677,0,Non
MC-2678,0.444,Semi
MC-2679,0.133,Non
MC-2680,0,Non
MC-2681,0,Non
MC-2682,0.154,Non
MC-2683,0.286,Non
MC-2684,0.154,Non
MC-2685,0.167,Non
MC-2686,0.267,Non
MC-2687,0,Non
MC-2688,0.267,Non
MC-2689,0.4,Semi
MC-2690,0.267,Non
MC-2691,0.143,Non
MC-2692,0.4,Semi
MC-2693,0.267,Non
MC-2694,0,Non
MC-2695,0.167,Non
MC-2696,0.286,Non
MC-2697,0.133,Non
MC-2698,0,Non
MC-2699,0.118,Non
MC-2700,0.286,Non
MC-2701,0,Non
MC-2702,0,Non
MC-2703,0.429,Semi
MC-2704,0,Non
MC-2705,0.133,Non
MC-2706,0,Non
MC-2707,0,Non
MC-2708,0.429,Semi
MC-2709,0.133,Non
MC-2710,0,Non
MC-2711,0,Non
MC-2712,0.286,Non
MC-2713,0.167,Non
MC-2714,0,Non
MC-2715,0,Non
MC-2716,0.286,Non
MC-2717,0,Non
MC-2718,0.154,Non
MC-2719,0,Non
MC-2720,0,Non
MC-2721,0,Non
MC-2722,0.143,Non
MC-2723,0,Non
MC-2724,0,Non
MC-2725,0,Non
MC-2726,0.267,Non
MC-2727,0,Non
MC-2728,0,Non
MC-2729,0,Non
MC-2730,0,Non
MC-2731,0,Non
MC-2732,0,Non
MC-2733,0,Non
MC-2734,0,Non
MC-2735,0,Non
MC-2736,0,Non
MC-2737,0,Non
MC-2738,0.154,Non
MC-2739,0,Non
MC-2740,0,Non
MC-2741,0,Non
MC-2742,0,Non
MC-2743,0,Non
MC-2744,0,Non
MC-2745,0.429,Semi
MC-2746,0.143,Non
MC-2747,0,Non
MC-2748,0,Non
MC-2749,0.286,Non
MC-2750,0,Non
MC-2751,0.471,Semi
MC-2752,0.333,Semi
MC-2753,0.167,Non
MC-2754,0.286,Non
MC-2755,0.286,Non
MC-2756,0,Non
MC-2757,0.267,Non
MC-2758,0.133,Non
MC-2759,0,Non
MC-2760,0.154,Non
MC-2761,0.267,Non
MC-2762,0,Non
MC-2763,0.167,Non
MC-2764,0.267,Non
MC-2765,0,Non
MC-2766,0,Non
MC-2767,0,Non
MC-2768,0,Non
MC-2769,0.133,Non
MC-2770,0,Non
MC-2771,0.286,Non
MC-2772,0.267,Non
MC-2773,0,Non
MC-2774,0.167,Non
MC-2775,0.286,Non
MC-2776,0.286,Non
MC-2777,0.267,Non
MC-2778,0.429,Semi
MC-2779,0,Non
MC-2780,0,Non
MC-2781,0.154,Non
MC-2782,0,Non
MC-2783,0,Non
MC-2784,0.154,Non
MC-2785,0.154,Non
MC-2786,0.167,Non
MC-2787,0.267,Non
MC-2788,0.4,Semi
MC-2789,0.471,Semi
MC-2790,0,Non
MC-2791,0.267,Non
MC-2792,0.167,Non
MC-2793,0,Non
MC-2794,0.167,Non
MC-2795,0.267,Non
MC-2796,0.471,Semi
MC-2797,0,Non
MC-2798,0,Non
MC-2799,0.133,Non
MC-2800,0,Non
MC-2801,0.333,Semi
MC-2802,0.133,Non
MC-2803,0.143,Non
MC-2804,0,Non
MC-2805,0,Non
MC-2806,0,Non
MC-2807,0,Non
MC-2808,0.4,Semi
MC-2809,0.133,Non
MC-2810,0.167,Non
MC-2811,0.154,Non
MC-2812,0.154,Non
MC-2813,0.308,Semi
MC-2814,0,Non
MC-2815,0.267,Non
MC-2816,0.429,Semi
MC-2817,0,Non
MC-2818,0,Non
MC-2819,0,Non
MC-2820,0.429,Semi
MC-2821,0,Non
MC-2822,0,Non
MC-2823,0.133,Non
MC-2824,0,Non
MC-2825,0.429,Semi
MC-2826,0,Non
MC-2827,0,Non
MC-2828,0,Non
MC-2829,0.133,Non
MC-2830,0,Non
MC-2831,0,Non
MC-2832,0.167,Non
MC-2833,0,Non
MC-2834,0.133,Non
MC-2835,0.267,Non
MC-2836,0.167,Non
MC-2837,0.267,Non
MC-2838,0.25,Non
MC-2839,0,Non
MC-2840,0,Non
MC-2841,0.267,Non
MC-2842,0,Non
MC-2843,0.154,Non
MC-2844,0,Non
MC-2845,0,Non
MC-2846,0.143,Non
MC-2847,0,Non
MC-2848,0.133,Non
MC-2849,0.286,Non
MC-2850,0,Non
MC-2851,0.167,Non
MC-2852,0.167,Non
MC-2853,0.333,Semi
MC-2854,0.154,Non
MC-2855,0.286,Non
MC-2856,0.133,Non
MC-2857,0.333,Semi
MC-2858,0.267,Non
MC-2859,0.4,Semi
MC-2860,0.133,Non
MC-2861,0,Non
MC-2862,0,Non
MC-2863,0.429,Semi
MC-2864,0,Non
MC-2865,0,Non
MC-2866,0.154,Non
MC-2867,0,Non
MC-2868,0,Non
MC-2869,0.4,Semi
MC-2870,0.167,Non
MC-2871,0,Non
MC-2872,0.133,Non
MC-2873,0.167,Non
MC-2874,0.143,Non
MC-2875,0.167,Non
MC-2876,0.167,Non
MC-2877,0,Non
MC-2878,0.154,Non
MC-2879,0.286,Non
MC-2880,0,Non
MC-2881,0.267,Non
MC-2882,0,Non
MC-2883,0.167,Non
MC-2884,0.133,Non
MC-2885,0,Non
MC-2886,0.267,Non
MC-2887,0.167,Non
MC-2888,0.286,Non
MC-2889,0.333,Semi
MC-2890,0,Non
MC-2891,0.167,Non
MC-2892,0,Non
MC-2893,0.4,Semi
MC-2894,0,Non
MC-2895,0.429,Semi
MC-2896,0.154,Non
MC-2897,0.167,Non
MC-2898,0,Non
MC-2899,0.133,Non
MC-2900,0,Non
MC-2901,0.133,Non
MC-2902,0,Non
MC-2903,0,Non
MC-2904,0.267,Non
MC-2905,0,Non
MC-2906,0,Non
MC-2907,0.154,Non
MC-2908,0.133,Non
MC-2909,0.167,Non
MC-2910,0,Non
MC-2911,0.167,Non
MC-2912,0,Non
MC-2913,0.133,Non
MC-2914,0.167,Non
MC-2915,0.267,Non
MC-2916,0,Non
MC-2917,0,Non
MC-2918,0,Non
MC-2919,0.133,Non
MC-2920,0.267,Non
MC-2921,0.286,Non
MC-2922,0.429,Semi
MC-2923,0.143,Non
MC-2924,0,Non
MC-2925,0,Non
MC-2926,0.267,Non
MC-2927,0.167,Non
MC-2928,0.167,Non
MC-2929,0,Non
MC-2930,0.286,Non
MC-2931,0,Non
MC-2932,0.429,Semi
MC-2933,0.133,Non
MC-2934,0,Non
MC-2935,0.143,Non
MC-2936,0.143,Non
MC-2937,0.333,Semi
MC-2938,0.471,Semi
MC-2939,0.286,Non
MC-2940,0,Non
MC-2941,0,Non
MC-2942,0.267,Non
MC-2943,0.167,Non
MC-2944,0.267,Non
MC-2945,0.154,Non
MC-2946,0.286,Non
MC-2947,0,Non
MC-2948,0,Non
MC-2949,0.267,Non
MC-2950,0.167,Non
MC-2951,0,Non
MC-2952,0,Non
MC-2953,0,Non
MC-2954,0.133,Non
MC-2955,0.286,Non
MC-2956,0,Non
MC-2957,0.167,Non
MC-2958,0,Non
MC-2959,0,Non
MC-2960,0.286,Non
MC-2961,0,Non
MC-2962,0.133,Non
MC-2963,0.286,Non
MC-2964,0.154,Non
MC-2965,0.4,Semi
MC-2966,0.333,Semi
MC-2967,0.133,Non
MC-2968,0.133,Non
MC-2969,0.167,Non
MC-2970,0,Non
MC-2971,0,Non
MC-2972,0.333,Semi
MC-2973,0,Non
MC-2974,0.167,Non
MC-2975,0.4,Semi
MC-2976,0,Non
MC-2977,0,Non
MC-2978,0,Non
MC-2979,0,Non
MC-2980,0.267,Non
MC-2981,0.333,Semi
MC-2982,0.286,Non
MC-2983,0.154,Non
MC-2984,0.167,Non
MC-2985,0.133,Non
MC-2986,0.167,Non
MC-2987,0.154,Non
MC-2988,0.286,Non
MC-2989,0.154,Non
MC-2990,0,Non
MC-2991,0,Non
MC-2992,0,Non
MC-2993,0.286,Non
MC-2994,0.429,Semi
MC-2995,0.267,Non
MC-2996,0.167,Non
MC-2997,0.133,Non
MC-2998,0.167,Non
MC-2999,0,Non
MC-3000,0.133,Non
MC-3001,0.429,Semi
MC-3002,0,Non
MC-3003,0,Non
MC-3004,0.133,Non
MC-3005,0,Non
MC-3006,0.154,Non
MC-3007,0.167,Non
MC-3008,0,Non
MC-3009,0.286,Non
MC-3010,0,Non
MC-3011,0.286,Non
MC-3012,0.267,Non
MC-3013,0.154,Non
MC-3014,0.143,Non
MC-3015,0.4,Semi
MC-3016,0.286,Non
MC-3017,0.286,Non
MC-3018,0.167,Non
MC-3019,0,Non
MC-3020,0.167,Non
MC-3021,0,Non
MC-3022,0,Non
MC-3023,0,Non
MC-3024,0,Non
MC-3025,0.154,Non
MC-3026,0,Non
MC-3027,0.167,Non
MC-3028,0.133,Non
MC-3029,0,Non
MC-3030,0,Non
MC-3031,0.143,Non
MC-3032,0.267,Non
MC-3033,0.167,Non
MC-3034,0,Non
MC-3035,0,Non
MC-3036,0.133,Non
MC-3037,0,Non
MC-3038,0.167,Non
MC-3039,0,Non
MC-3040,0.133,Non
MC-3041,0,Non
MC-3042,0.267,Non
MC-3043,0,Non
MC-3044,0,Non
MC-3045,0.4,Semi
MC-3046,0.133,Non
MC-3047,0.333,Semi
MC-3048,0.167,Non
MC-3049,0.133,Non
MC-3050,0,Non
MC-3051,0.133,Non
MC-3052,0.286,Non
MC-3053,0,Non
MC-3054,0.167,Non
MC-3055,0.133,Non
MC-3056,0,Non
MC-3057,0.167,Non
MC-3058,0,Non
MC-3059,0.267,Non
MC-3060,0.167,Non
MC-3061,0.167,Non
MC-3062,0.167,Non
MC-3063,0.429,Semi
MC-3064,0,Non
MC-3065,0,Non
MC-3066,0,Non
MC-3067,0.133,Non
MC-3068,0.267,Non
MC-3069,0.167,Non
MC-3070,0.154,Non
MC-3071,0.286,Non
MC-3072,0.167,Non
MC-3073,0.167,Non
MC-3074,0,Non
MC-3075,0.333,Semi
MC-3076,0.167,Non
MC-3077,0,Non
MC-3078,0.167,Non
MC-3079,0.167,Non
MC-3080,0,Non
MC-3081,0,Non
MC-3082,0.154,Non
MC-3083,0.167,Non
MC-3084,0.267,Non
MC-3085,0,Non
MC-3086,0.154,Non
MC-3087,0.167,Non
MC-3088,0.167,Non
MC-3089,0,Non
MC-3090,0.286,Non
MC-3091,0.154,Non
MC-3092,0,Non
MC-3093,0.267,Non
MC-3094,0.333,Semi
MC-3095,0.267,Non
MC-3096,0.167,Non
MC-3097,0.167,Non
MC-3098,0.444,Semi
MC-3099,0,Non
MC-3100,0.333,Semi
MC-3101,0.4,Semi
MC-3102,0,Non
MC-3103,0.143,Non
MC-3104,0,Non
MC-3105,0.267,Non
MC-3106,0,Non
MC-3107,0,Non
MC-3108,0,Non
MC-3109,0.286,Non
MC-3110,0.267,Non
MC-3111,0.154,Non
MC-3112,0.167,Non
MC-3113,0.143,Non
MC-3114,0.154,Non
MC-3115,0,Non
MC-3116,0.286,Non
MC-3117,0.154,Non
MC-3118,0,Non
MC-3119,0,Non
MC-3120,0.133,Non
MC-3121,0,Non
MC-3122,0.167,Non
MC-3123,0,Non
MC-3124,0,Non
MC-3125,0.154,Non
MC-3126,0,Non
MC-3127,0,Non
MC-3128,0,Non
MC-3129,0.429,Semi
MC-3130,0.286,Non
MC-3131,0.133,Non
MC-3132,0,Non
MC-3133,0.133,Non
MC-3134,0.154,Non
MC-3135,0.154,Non
MC-3136,0.286,Non
MC-3137,0,Non
MC-3138,0,Non
MC-3139,0.267,Non
MC-3140,0.167,Non
MC-3141,0,Non
MC-3142,0.429,Semi
MC-3143,0.143,Non
MC-3144,0,Non
MC-3145,0.167,Non
MC-3146,0,Non
MC-3147,0.267,Non
MC-3148,0.133,Non
MC-3149,0.267,Non
MC-3150,0.429,Semi
MC-3151,0.133,Non
MC-3152,0,Non
MC-3153,0.143,Non
MC-3154,0,Non
MC-3155,0,Non
MC-3156,0.133,Non
MC-3157,0.167,Non
MC-3158,0.286,Non
MC-3159,0.167,Non
MC-3160,0,Non
MC-3161,0.267,Non
MC-3162,0.4,Semi
MC-3163,0.286,Non
MC-3164,0.286,Non
MC-3165,0.4,Semi
MC-3166,0.267,Non
MC-3167,0.222,Non
MC-3168,0,Non
MC-3169,0,Non
MC-3170,0.154,Non
MC-3171,0.4,Semi
MC-3172,0.267,Non
MC-3173,0.167,Non
MC-3174,0.4,Semi
MC-3175,0,Non
MC-3176,0.167,Non
MC-3177,0.25,Non
MC-3178,0.154,Non
MC-3179,0.154,Non
MC-3180,0.143,Non
MC-3181,0.167,Non
MC-3182,0,Non
MC-3183,0.429,Semi
MC-3184,0.154,Non
MC-3185,0,Non
MC-3186,0,Non
MC-3187,0,Non
MC-3188,0.333,Semi
MC-3189,0.267,Non
MC-3190,0,Non
MC-3191,0,Non
MC-3192,0.167,Non
MC-3193,0,Non
MC-3194,0,Non
MC-3195,0,Non
MC-3196,0,Non
MC-3197,0.429,Semi
MC-3198,0,Non
MC-3199,0.143,Non
MC-3200,0.286,Non
MC-3201,0.167,Non
MC-3202,0,Non
MC-3203,0,Non
MC-3204,0,Non
MC-3205,0.154,Non
MC-3206,0.333,Semi
MC-3207,0.286,Non
MC-3208,0.286,Non
MC-3209,0.471,Semi
MC-3210,0.286,Non
MC-3211,0,Non
MC-3212,0.286,Non
MC-3213,0.267,Non
MC-3214,0.167,Non
MC-3215,0,Non
MC-3216,0.4,Semi
MC-3217,0,Non
MC-3218,0.267,Non
MC-3219,0,Non
MC-3220,0.133,Non
MC-3221,0,Non
MC-3222,0.267,Non
MC-3223,0,Non
MC-3224,0.167,Non
MC-3225,0.267,Non
MC-3226,0,Non
MC-3227,0,Non
MC-3228,0.286,Non
MC-3229,0.154,Non
MC-3230,0.2,Non
MC-3231,0.133,Non
MC-3232,0.133,Non
MC-3233,0.167,Non
MC-3234,0,Non
MC-3235,0.267,Non
MC-3236,0,Non
MC-3237,0.154,Non
MC-3238,0.286,Non
MC-3239,0,Non
MC-3240,0,Non
MC-3241,0,Non
MC-3242,0,Non
MC-3243,0,Non
MC-3244,0.471,Semi
MC-3245,0.4,Semi
MC-3246,0.154,Non
MC-3247,0.133,Non
MC-3248,0.4,Semi
MC-3249,0.154,Non
MC-3250,0.333,Semi
MC-3251,0,Non
MC-3252,0.133,Non
MC-3253,0.286,Non
MC-3254,0.4,Semi
MC-3255,0.154,Non
MC-3256,0,Non
MC-3257,0.167,Non
MC-3258,0.167,Non
MC-3259,0.167,Non
MC-3260,0.286,Non
MC-3261,0.267,Non
MC-3262,0,Non
MC-3263,0.308,Semi
MC-3264,0.4,Semi
MC-3265,0,Non
MC-3266,0.154,Non
MC-3267,0,Non
MC-3268,0.143,Non
MC-3269,0.333,Semi
MC-3270,0.267,Non
MC-3271,0.167,Non
MC-3272,0.167,Non
MC-3273,0,Non
MC-3274,0.133,Non
MC-3275,0,Non
MC-3276,0.333,Semi
MC-3277,0,Non
MC-3278,0.154,Non
MC-3279,0.154,Non
MC-3280,0.154,Non
MC-3281,0,Non
MC-3282,0,Non
MC-3283,0.167,Non
MC-3284,0.133,Non
MC-3285,0,Non
MC-3286,0.133,Non
MC-3287,0.267,Non
MC-3288,0.286,Non
MC-3289,0,Non
MC-3290,0,Non
MC-3291,0,Non
MC-3292,0.429,Semi
MC-3293,0,Non
MC-3294,0.143,Non
MC-3295,0.167,Non
MC-3296,0.154,Non
MC-3297,0.286,Non
MC-3298,0.143,Non
MC-3299,0.154,Non
MC-3300,0.286,Non
MC-3301,0.154,Non
MC-3302,0.154,Non
MC-3303,0.429,Semi
MC-3304,0.133,Non
MC-3305,0.267,Non
MC-3306,0.2,Non
MC-3307,0,Non
MC-3308,0.154,Non
MC-3309,0.154,Non
MC-3310,0.286,Non
MC-3311,0.154,Non
MC-3312,0.444,Semi
MC-3313,0.267,Non
MC-3314,0.286,Non
MC-3315,0.267,Non
MC-3316,0.3,Semi
MC-3317,0.333,Semi
MC-3318,0.286,Non
MC-3319,0,Non
MC-3320,0,Non
MC-3321,0.267,Non
MC-3322,0.286,Non
MC-3323,0,Non
MC-3324,0,Non
MC-3325,0,Non
MC-3326,0,Non
MC-3327,0.286,Non
MC-3328,0.471,Semi
MC-3329,0.471,Semi
MC-3330,0.133,Non
MC-3331,0.429,Semi
MC-3332,0.2,Non
MC-3333,0.267,Non
MC-3334,0.471,Semi
MC-3335,0.286,Non
MC-3336,0.267,Non
MC-3337,0,Non
MC-3338,0,Non
MC-3339,0.333,Semi
MC-3340,0,Non
MC-3341,0.471,Semi
MC-3342,0,Non
MC-3343,0.4,Semi
MC-3344,0.4,Semi
MC-3345,0.267,Non
MC-3346,0.267,Non
MC-3347,0.154,Non
MC-3348,0.4,Semi
MC-3349,0.267,Non
MC-3350,0.4,Semi
MC-3351,0.286,Non
MC-3352,0.267,Non
MC-3353,0.286,Non
MC-3354,0,Non
MC-3355,0.154,Non
MC-3356,0.267,Non
MC-3357,0.133,Non
MC-3358,0.154,Non
MC-3359,0.286,Non
MC-3360,0.353,Semi
MC-3361,0.471,Semi
MC-3362,0.429,Semi
MC-3363,0,Non
MC-3364,0.167,Non
MC-3365,0.429,Semi
MC-3366,0.133,Non
MC-3367,0,Non
MC-3368,0,Non
MC-3369,0.471,Semi
MC-3370,0.133,Non
MC-3371,0.286,Non
MC-3372,0.154,Non
MC-3373,0.167,Non
MC-3374,0.154,Non
MC-3375,0,Non
MC-3376,0.133,Non
MC-3377,0.154,Non
MC-3378,0.154,Non
MC-3379,0.286,Non
MC-3380,0.154,Non
MC-3381,0,Non
MC-3382,0.143,Non
MC-3383,0,Non
MC-3384,0,Non
MC-3385,0,Non
MC-3386,0.154,Non
MC-3387,0,Non
MC-3388,0.533,Semi
MC-3389,0,Non
MC-3390,0,Non
MC-3391,0,Non
MC-3392,0,Non
MC-3393,0,Non
MC-3394,0,Non
MC-3395,0.083,Non
MC-3396,0.167,Non
MC-3397,0.167,Non
MC-3398,0.167,Non
MC-3399,0.167,Non
MC-3400,0.19,Non
MC-3401,0.19,Non
MC-3402,0.556,Semi
MC-3403,0.556,Semi
MC-3404,0.556,Semi
MC-3405,0.444,Semi
MC-3406,0.222,Non
MC-3407,0.556,Semi
MC-3408,0.556,Semi
MC-3409,0.556,Semi
MC-3410,0.556,Semi
MC-3411,0.556,Semi
MC-3412,0.444,Semi
MC-3413,0.444,Semi
MC-3414,0.333,Semi
MC-3415,0.556,Semi
MC-3416,0.556,Semi
MC-3417,0.556,Semi
MC-3418,0.444,Semi
MC-3419,0.242,Non
MC-3420,0.242,Non
MC-3421,0.242,Non
MC-3422,0.242,Non
MC-3423,0.471,Semi
MC-3424,0.471,Semi
MC-3425,0.471,Semi
MC-3426,0.471,Semi
MC-3427,0.471,Semi
MC-3428,0.471,Semi
MC-3429,0.471,Semi
MC-3430,0.471,Semi
MC-3431,0.471,Semi
MC-3432,0.471,Semi
MC-3433,0.471,Semi
MC-3434,0.471,Semi
MC-3435,0.471,Semi
MC-3436,0.471,Semi
MC-3437,0.471,Semi
MC-3438,0.471,Semi
MC-3439,0.471,Semi
MC-3440,0.471,Semi
MC-3441,0.471,Semi
MC-3442,0.471,Semi
MC-3443,0.471,Semi
MC-3444,0.471,Semi
MC-3445,0.471,Semi
MC-3446,0.471,Semi
MC-3447,0.471,Semi
