,SMILES,Sample_Type,Macrocycle_Ring_Size,Macrocycle_Free_Amide_Count,Macrocycle_Substituted_Amide_Count,Macrocycle_Overall_Amide_Count,Macrocycle_Core_smiles,Macrocycle_Peripheral_smiles,Macrocycle_Free_Amide_Ratio,Macrocycle_Overall_Amide_Ratio
1983,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCCc2cnn(C)c2)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CN(Cc2cc(CC(C)C)on2)C(=O)[C@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC=CCCN1CC(=O)NC(Cc2ccc3ccccc3c2)C(=O)N(C)CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C1=O,0.3333333333333333,1.0
1984,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCCN2CCCC2=O)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CN(Cc2cc(CC(C)C)on2)C(=O)[C@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC=CCCN1CC(=O)NC(Cc2ccc3ccccc3c2)C(=O)N(C)CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C1=O,0.3333333333333333,1.0
1985,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCOC)C(=O)[C@H](C)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,Cc1ccccc1CN1CC(=O)NC(C)C(=O)N(C)CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C1=O,0.3333333333333333,1.0
1986,CCCCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2Cn2cccn2)CC(=O)N[C@@H](C)C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,Cc1ccccc1CN1CC(=O)NC(C)C(=O)N(C)CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C1=O,0.3333333333333333,1.0
1987,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(Cc2ccccc2)C(=O)[C@H](C)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,Cc1ccccc1CN1CC(=O)NC(C)C(=O)N(Cc2ccccc2)CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C1=O,0.3333333333333333,1.0
1988,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCCCC2)C(=O)[C@H](C)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CCCCCN1CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C(=O)N(Cc2ccccc2C)CC(=O)NC(C)C1=O,0.3333333333333333,1.0
1989,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCOCC2)C(=O)[C@H](C)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,Cc1ccccc1CN1CC(=O)NC(C)C(=O)N(CCCCO)CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C1=O,0.3333333333333333,1.0
1990,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCOC)C(=O)[C@H](CC(C)C)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,Cc1ccccc1CN1CC(=O)NC(C)C(=O)N(C)CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C1=O,0.3333333333333333,1.0
1991,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCc2cccnc2)C(=O)[C@H](C)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,C=CC=C(C)CCN1CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C(=O)N(Cc2ccccc2C)CC(=O)NC(C)C1=O,0.3333333333333333,1.0
1992,CCCCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2Cn2cccn2)CC(=O)N[C@@H](CC(C)C)C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,Cc1ccccc1CN1CC(=O)NC(C)C(=O)N(C)CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C1=O,0.3333333333333333,1.0
1993,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCCc2ccccc2)C(=O)[C@H](C)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,Cc1ccccc1CN1CC(=O)NC(C)C(=O)N(C)CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C1=O,0.3333333333333333,1.0
1994,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCOc2ccccc2)C(=O)[C@H](C)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,Cc1ccccc1CN1CC(=O)NC(C)C(=O)N(C)CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C1=O,0.3333333333333333,1.0
1995,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCCc2cnn(C)c2)C(=O)[C@H](C)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,Cc1ccccc1CN1CC(=O)NC(C)C(=O)N(C)CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C1=O,0.3333333333333333,1.0
1996,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCCN2CCCC2=O)C(=O)[C@H](C)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,Cc1ccccc1CN1CC(=O)NC(C)C(=O)N(C)CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C1=O,0.3333333333333333,1.0
1997,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(Cc2ccccc2)C(=O)[C@H](CC(C)C)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,Cc1ccccc1CN1CC(=O)NC(C)C(=O)N(Cc2ccccc2)CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C1=O,0.3333333333333333,1.0
1998,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCOC)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,Cc1ccccc1CN1CC(=O)NC(Cc2ccccc2)C(=O)N(C)CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C1=O,0.3333333333333333,1.0
1999,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCCCC2)C(=O)[C@H](CC(C)C)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CCCCCN1CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C(=O)N(Cc2ccccc2C)CC(=O)NC(C)C1=O,0.3333333333333333,1.0
2000,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCOCC2)C(=O)[C@H](CC(C)C)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,Cc1ccccc1CN1CC(=O)NC(C)C(=O)N(CCCCO)CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C1=O,0.3333333333333333,1.0
2001,CCCCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2Cn2cccn2)CC(=O)N[C@@H](Cc2ccccc2)C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,Cc1ccccc1CN1CC(=O)NC(Cc2ccccc2)C(=O)N(C)CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C1=O,0.3333333333333333,1.0
2002,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCc2cccnc2)C(=O)[C@H](CC(C)C)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,C=CC=C(C)CCN1CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C(=O)N(Cc2ccccc2C)CC(=O)NC(C)C1=O,0.3333333333333333,1.0
2003,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCCc2ccccc2)C(=O)[C@H](CC(C)C)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,Cc1ccccc1CN1CC(=O)NC(C)C(=O)N(C)CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C1=O,0.3333333333333333,1.0
2004,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCOc2ccccc2)C(=O)[C@H](CC(C)C)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,Cc1ccccc1CN1CC(=O)NC(C)C(=O)N(C)CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C1=O,0.3333333333333333,1.0
2005,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCCc2cnn(C)c2)C(=O)[C@H](CC(C)C)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,Cc1ccccc1CN1CC(=O)NC(C)C(=O)N(C)CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C1=O,0.3333333333333333,1.0
2006,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(Cc2ccccc2)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,Cc1ccccc1CN1CC(=O)NC(Cc2ccccc2)C(=O)N(Cc2ccccc2)CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C1=O,0.3333333333333333,1.0
2007,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCCN2CCCC2=O)C(=O)[C@H](CC(C)C)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,Cc1ccccc1CN1CC(=O)NC(C)C(=O)N(C)CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C1=O,0.3333333333333333,1.0
2008,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCCCC2)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CCCCCN1CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C(=O)N(Cc2ccccc2C)CC(=O)NC(Cc2ccccc2)C1=O,0.3333333333333333,1.0
2009,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCOCC2)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,Cc1ccccc1CN1CC(=O)NC(Cc2ccccc2)C(=O)N(CCCCO)CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C1=O,0.3333333333333333,1.0
2010,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCc2cccnc2)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,C=CC=C(C)CCN1CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C(=O)N(Cc2ccccc2C)CC(=O)NC(Cc2ccccc2)C1=O,0.3333333333333333,1.0
2011,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCOC)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,Cc1ccccc1CN1CC(=O)NC(Cc2ccc3ccccc3c2)C(=O)N(C)CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C1=O,0.3333333333333333,1.0
2012,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCCc2ccccc2)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,Cc1ccccc1CN1CC(=O)NC(Cc2ccccc2)C(=O)N(C)CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C1=O,0.3333333333333333,1.0
2013,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCOc2ccccc2)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,Cc1ccccc1CN1CC(=O)NC(Cc2ccccc2)C(=O)N(C)CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C1=O,0.3333333333333333,1.0
2014,CCCCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2Cn2cccn2)CC(=O)N[C@@H](Cc2ccc3ccccc3c2)C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,Cc1ccccc1CN1CC(=O)NC(Cc2ccc3ccccc3c2)C(=O)N(C)CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C1=O,0.3333333333333333,1.0
2015,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCCc2cnn(C)c2)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,Cc1ccccc1CN1CC(=O)NC(Cc2ccccc2)C(=O)N(C)CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C1=O,0.3333333333333333,1.0
2016,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCCN2CCCC2=O)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,Cc1ccccc1CN1CC(=O)NC(Cc2ccccc2)C(=O)N(C)CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C1=O,0.3333333333333333,1.0
2017,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(Cc2ccccc2)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,Cc1ccccc1CN1CC(=O)NC(Cc2ccc3ccccc3c2)C(=O)N(Cc2ccccc2)CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C1=O,0.3333333333333333,1.0
2018,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCCCC2)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CCCCCN1CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C(=O)N(Cc2ccccc2C)CC(=O)NC(Cc2ccc3ccccc3c2)C1=O,0.3333333333333333,1.0
2019,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCOCC2)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,Cc1ccccc1CN1CC(=O)NC(Cc2ccc3ccccc3c2)C(=O)N(CCCCO)CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C1=O,0.3333333333333333,1.0
2020,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCc2cccnc2)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,C=CC=C(C)CCN1CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C(=O)N(Cc2ccccc2C)CC(=O)NC(Cc2ccc3ccccc3c2)C1=O,0.3333333333333333,1.0
2021,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCCc2ccccc2)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,Cc1ccccc1CN1CC(=O)NC(Cc2ccc3ccccc3c2)C(=O)N(C)CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C1=O,0.3333333333333333,1.0
2022,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCOc2ccccc2)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,Cc1ccccc1CN1CC(=O)NC(Cc2ccc3ccccc3c2)C(=O)N(C)CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C1=O,0.3333333333333333,1.0
2023,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCCc2cnn(C)c2)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,Cc1ccccc1CN1CC(=O)NC(Cc2ccc3ccccc3c2)C(=O)N(C)CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C1=O,0.3333333333333333,1.0
2024,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCCN2CCCC2=O)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,Cc1ccccc1CN1CC(=O)NC(Cc2ccc3ccccc3c2)C(=O)N(C)CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C1=O,0.3333333333333333,1.0
2025,CCCCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@H]2C(=O)N(CC)CC(=O)N[C@@H](C)C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)CN(C)C(=O)C2CCCN2C(=O)C(C)NC(=O)C(C)N(C)C(=O)CN(C)C1=O,0.3333333333333333,1.0
2026,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCCCC2)C(=O)[C@H](C)NC(=O)CN(CC)C(=O)[C@@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CCCCCN1CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C(=O)N(C)CC(=O)NC(C)C1=O,0.3333333333333333,1.0
2027,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCOCC2)C(=O)[C@H](C)NC(=O)CN(CC)C(=O)[C@@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)CN(C)C(=O)C2CCCN2C(=O)C(C)NC(=O)C(C)N(C)C(=O)CN(CCCCO)C1=O,0.3333333333333333,1.0
2028,CCCCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@H]2C(=O)N(CCCOC(C)C)CC(=O)N[C@@H](C)C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)CN(C)C(=O)C2CCCN2C(=O)C(C)NC(=O)C(C)N(C)C(=O)CN(C)C1=O,0.3333333333333333,1.0
2029,CCCCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@H]2C(=O)N(CC)CC(=O)N[C@@H](Cc2ccccc2)C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)CN(C)C(=O)C(Cc2ccccc2)NC(=O)CN(C)C(=O)C2CCCN2C1=O,0.3333333333333333,1.0
2030,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCCCC2)C(=O)[C@H](C)NC(=O)CN(CCCOC(C)C)C(=O)[C@@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CCCCCN1CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C(=O)N(C)CC(=O)NC(C)C1=O,0.3333333333333333,1.0
2031,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCOCC2)C(=O)[C@H](C)NC(=O)CN(CCCOC(C)C)C(=O)[C@@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)CN(C)C(=O)C2CCCN2C(=O)C(C)NC(=O)C(C)N(C)C(=O)CN(CCCCO)C1=O,0.3333333333333333,1.0
2032,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCCCC2)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(CC)C(=O)[C@@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CCCCCN1CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C(=O)N(C)CC(=O)NC(Cc2ccccc2)C1=O,0.3333333333333333,1.0
2033,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCOCC2)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(CC)C(=O)[C@@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)CN(CCCCO)C(=O)C(Cc2ccccc2)NC(=O)CN(C)C(=O)C2CCCN2C1=O,0.3333333333333333,1.0
2034,CCCCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@H]2C(=O)N(Cc2ccc3c(c2)OCO3)CC(=O)N[C@@H](C)C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)CN(Cc2cccc(O)c2)C(=O)C2CCCN2C(=O)C(C)NC(=O)C(C)N(C)C(=O)CN(C)C1=O,0.3333333333333333,1.0
2035,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCCCC2)C(=O)[C@H](C)NC(=O)CN(Cc2ccc3c(c2)OCO3)C(=O)[C@@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CCCCCN1CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C(=O)N(Cc2cccc(O)c2)CC(=O)NC(C)C1=O,0.3333333333333333,1.0
2036,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCOCC2)C(=O)[C@H](C)NC(=O)CN(Cc2ccc3c(c2)OCO3)C(=O)[C@@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)CN(Cc2cccc(O)c2)C(=O)C2CCCN2C(=O)C(C)NC(=O)C(C)N(C)C(=O)CN(CCCCO)C1=O,0.3333333333333333,1.0
2037,CCCCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@H]2C(=O)N(CCCOC(C)C)CC(=O)N[C@@H](Cc2ccccc2)C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)CN(C)C(=O)C(Cc2ccccc2)NC(=O)CN(C)C(=O)C2CCCN2C1=O,0.3333333333333333,1.0
2038,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCCCC2)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(CCCOC(C)C)C(=O)[C@@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CCCCCN1CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N2CCCC2C(=O)N(C)CC(=O)NC(Cc2ccccc2)C1=O,0.3333333333333333,1.0
2039,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCOCC2)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(CCCOC(C)C)C(=O)[C@@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)CN(CCCCO)C(=O)C(Cc2ccccc2)NC(=O)CN(C)C(=O)C2CCCN2C1=O,0.3333333333333333,1.0
